Shape,ESD,CSF,Wt,Time,Wt_Meas
Fiber,0.001139708,0.0804426690196195,0.00409707378425771,0.0062,0.01552795
Fiber,0.00127934,0.0906309833697501,0.00530010439770687,0.008,0.024479804
Fiber,0.001166456,0.0384028262485808,0.0052437688507502,0.008,0.015686275
Fiber,0.001132822,0.101822681080993,0.0053041982105578,0.008,0.019029496
Fiber,0.00139375,0.0650769201262723,0.0058658515960496,0.009,0.021762786
Fiber,0.000849713,0.0530229679737175,0.00386217688847216,0.0058,0.007996801
Fiber,0.001122332,0.143028233943849,0.0037025994288923,0.0054,0.015686275
Fiber,0.001254411,0.0965182890396402,0.00495174855502084,0.0074,0.024783147
Fiber,0.000643719,0.0290840491762431,0.00317316230285576,0.0046,0.010559662
Fiber,0.000943625,0.0200220957343447,0.00368746344024564,0.0054,0.013333333
Fiber,0.00116318,0.119379934430812,0.0041399950601664,0.0062,0.018796992
Fiber,0.001431618,0.0439150290920783,0.00597552220347773,0.0092,0.017761989
Fiber,0.0014051,0.0436389604120962,0.00597596512095801,0.0092,0.020639835
Fiber,0.001228451,0.0385709927742405,0.00541016628080211,0.0082,0.018198362
Fiber,0.001204416,0.0840716054670816,0.00417090695041843,0.0062,0.020408163
Fiber,0.001078273,0.045175818450955,0.00412642138163341,0.0062,0.017777778
Film,0.00130241,0.048169199186071,0.00383400268232868,0.0098,0.01532567
Film,0.000945978,0.0223643536534301,0.00267002055681921,0.0068,0.008028904
Film,0.001036934,0.0185341882204163,0.00329918503054642,0.0084,0.009560229
Film,0.001172154,0.0275033743897306,0.00322210448721953,0.0082,0.010012931
Film,0.001073998,0.0251990279684804,0.00286372006898454,0.0072,0.009225092
Film,0.000938224,0.0213265269533733,0.00313596947396148,0.008,0.008853475
Film,0.001010671,0.0183347474356736,0.00329411494082138,0.0084,0.009157509
Film,0.000897379,0.0343755488451446,0.00264320213647182,0.0068,0.008949774
Film,0.000823015,0.0209671757639281,0.00248431554949192,0.0062,0.007160412
Film,0.000756879,0.0257800383351599,0.00235738217633429,0.006,0.00697107
Film,0.001130627,0.0143233734957769,0.00342409230219836,0.0088,0.008420738
Film,0.001356902,0.0116751017316804,0.00431335060666653,0.0112,0.008932711
Film,0.001447857,0.0124159703336139,0.00456346006766371,0.0118,0.009277492
Film,0.001788325,0.0211708167511635,0.00551713946279769,0.0144,0.015710919
Film,0.001224851,0.0125814610362707,0.00409727696182523,0.0106,0.009066183
Film,0.001874491,0.0434160081290088,0.00491444832947608,0.0128,0.019880716
Film,0.001748718,0.0298420743446279,0.00502478354666839,0.013,0.013218771
Film,0.001980079,0.0134642315771924,0.00592299005525974,0.0154,0.014164306
Film,0.001965935,0.0256010102927596,0.00556855655793781,0.0146,0.015452251
Film,0.001470483,0.0155493260357608,0.00455578468614769,0.0118,0.012091898
Film,0.000967263,0.00567731939183674,0.00383852258108251,0.0078,0.00664697
Film,0.000625814,0.00928665958310461,0.00259329104513224,0.005,0.005163956
Film,0.000697517,0.00794968205678084,0.00302613548390879,0.006,0.005817336
Film,0.00074577,0.00999245482903146,0.00303078483575048,0.006,0.006118079
Film,0.000722449,0.010860256667736,0.00271408024680317,0.0054,0.005899705
Film,0.000788476,0.00695688471649791,0.00350889140823475,0.007,0.006830836
Film,0.000836086,0.00633914708132321,0.00361019157101334,0.0072,0.005132153
Film,0.000656389,0.00922300864777753,0.00254826661144678,0.005,0.004539265
Film,0.000641466,0.0112522013393101,0.00263689613091391,0.0052,0.005502063
Film,0.000808196,0.00741861673206967,0.00342213120061813,0.0068,0.006805036
Film,0.001112342,0.0106031251826439,0.0044187037971297,0.009,0.008503401
Film,0.001091642,0.0138611083160537,0.00444350650365203,0.009,0.00856898
Film,0.001096891,0.0611262058652282,0.00332490746549978,0.0066,0.007538636
Film,0.001142018,0.00463712585471378,0.0051075765772677,0.0104,0.006928904
Film,0.001132298,0.00564446175617915,0.00493000394725231,0.01,0.008421053
Film,0.000960498,0.0065147011520963,0.00407788930878541,0.0082,0.007412898
Film,0.001453873,0.00769063045859797,0.00572724987221537,0.0116,0.00911577
Film,0.001312777,0.038718372041844,0.00454127156116225,0.0092,0.006785004
Film,0.001096891,0.00634608923266282,0.00488577313654547,0.01,0.006874283
Film,0.001080991,0.00492837454896964,0.00446322483504186,0.009,0.00669344
