Shape,ESD,CSF,Wt,Wt_Meas,Time
Film,0.000656389,0.00922300864777753,0.00373854979993918,0.004539265,0.0082
Film,0.000641466,0.0112522013393101,0.00389733600161639,0.005502063,0.0086
Film,0.000808196,0.00741861673206967,0.00390599000647955,0.006805036,0.0084
Film,0.001112342,0.0106031251826439,0.00516110341646911,0.008503401,0.0108
Film,0.001091642,0.0138611083160537,0.00548665099811003,0.00856898,0.0116
Film,0.001096891,0.0611262058652282,0.00628565196632753,0.007538636,0.0136
Film,0.001142018,0.00463712585471378,0.00402934764852337,0.006928904,0.0084
Film,0.001132298,0.00564446175617915,0.00447176273475137,0.008421053,0.0094
Film,0.000960498,0.0065147011520963,0.00409981819414348,0.007412898,0.0086
Film,0.001453873,0.00769063045859797,0.00540308791822314,0.00911577,0.0112
Film,0.001312777,0.038718372041844,0.00570199922948818,0.006785004,0.0122
Film,0.001096891,0.00634608923266282,0.00432146568951013,0.006874283,0.009
Film,0.001080991,0.00492837454896964,0.00414537060918293,0.00669344,0.0088
