Shape,ESD,CSF,Wt,Wt_Meas
Fragment,0.001460707,0.113655451426952,0.011105485198843,0.009458571
Fragment,0.001401742,0.082059449697783,0.0104606593175375,0.012746973
Fragment,0.001333964,0.0403310903939104,0.0100083781093765,0.007447366
Fragment,0.001861531,0.107220069443889,0.0121168830515672,0.008333333
Fragment,0.001665586,0.0456315373804487,0.0104930115892377,0.011255167
Fragment,0.002097134,0.0898614867757904,0.011831039912828,0.009708738
Fragment,0.001676401,0.0558038712491293,0.0108475917048075,0.011342228
Fragment,0.001678548,0.0704714414095899,0.0112369287327995,0.007246084
Fragment,0.001949671,0.0512871107064204,0.0108754182354006,0.009470987
Fragment,0.001758304,0.105668657626454,0.0114509733844449,0.016420361
Fragment,0.001528301,0.0483983615783228,0.0104023598819025,0.008992806
Fragment,0.001854533,0.0726679034915195,0.0112795025912767,0.010557071
Fragment,0.002125587,0.0753086317329911,0.0117634516787264,0.015029496
Fiber,0.001013252,0.160892412530852,0.025007485270788,0.023337223
Fiber,0.001115229,0.105991518073727,0.024098327024525,0.020833333
Fiber,0.000953507,0.0264258750482728,0.0201149589049577,0.019379845
Fiber,0.001606718,0.0610131429322852,0.0240827239660596,0.022075055
Fiber,0.001139708,0.0804426690196195,0.024256793981676,0.01552795
Fiber,0.00127934,0.0906309833697501,0.0242136852140544,0.024479804
Fiber,0.001166456,0.0384028262485808,0.0219946754270349,0.015686275
Fiber,0.001132822,0.101822681080993,0.0251338461252268,0.019029496
Fiber,0.00139375,0.0650769201262723,0.0241595393344873,0.021762786
Fiber,0.000849713,0.0530229679737175,0.0224782562438748,0.007996801
Fiber,0.001122332,0.143028233943849,0.0251721910882537,0.015686275
Fiber,0.001254411,0.0965182890396402,0.0243523758466025,0.024783147
Fiber,0.000643719,0.0290840491762431,0.0196285608015911,0.010559662
Fiber,0.000943625,0.0200220957343447,0.0196986837578379,0.013333333
Fiber,0.00116318,0.119379934430812,0.0238953173801177,0.018796992
Fiber,0.001431618,0.0439150290920783,0.0230378390044916,0.017761989
Fiber,0.0014051,0.0436389604120962,0.0228997957409722,0.020639835
Fiber,0.001228451,0.0385709927742405,0.0223427657002933,0.018198362
Fiber,0.001204416,0.0840716054670816,0.024023364043979,0.020408163
Fiber,0.001078273,0.045175818450955,0.0219867072165017,0.017777778
Film,0.00130241,0.048169199186071,0.0188063240456995,0.01532567
Film,0.000945978,0.0223643536534301,0.0159582369019364,0.008028904
Film,0.001036934,0.0185341882204163,0.0164239542008685,0.009560229
Film,0.001172154,0.0275033743897306,0.0173522721565875,0.010012931
Film,0.001073998,0.0251990279684804,0.0165243963047464,0.009225092
Film,0.000938224,0.0213265269533733,0.0161723868869517,0.008853475
Film,0.001010671,0.0183347474356736,0.0161496914974696,0.009157509
Film,0.000897379,0.0343755488451446,0.0172206923778421,0.008949774
Film,0.000823015,0.0209671757639281,0.0160418384080954,0.007160412
Film,0.000756879,0.0257800383351599,0.0154585696871396,0.00697107
Film,0.001130627,0.0143233734957769,0.0163650378766274,0.008420738
Film,0.001356902,0.0116751017316804,0.0165504018583524,0.008932711
Film,0.001447857,0.0124159703336139,0.0168345742271297,0.009277492
Film,0.001788325,0.0211708167511635,0.0181346745124514,0.015710919
Film,0.001224851,0.0125814610362707,0.0162960409275854,0.009066183
Film,0.001874491,0.0434160081290088,0.0196619808078443,0.019880716
Film,0.001748718,0.0298420743446279,0.0192049693718703,0.013218771
Film,0.001980079,0.0134642315771924,0.0172864964764249,0.014164306
Film,0.001965935,0.0256010102927596,0.0187620441122943,0.015452251
Film,0.001470483,0.0155493260357608,0.0169672484457189,0.012091898
Film,0.000967263,0.00567731939183674,0.0166948314213356,0.00664697
Film,0.000625814,0.00928665958310461,0.0158584113513854,0.005163956
Film,0.000697517,0.00794968205678084,0.0160710288614184,0.005817336
Film,0.00074577,0.00999245482903146,0.0166948360852651,0.006118079
Film,0.000722449,0.010860256667736,0.0162244453205759,0.005899705
Film,0.000788476,0.00695688471649791,0.0159223861742189,0.006830836
Film,0.000836086,0.00633914708132321,0.0166774404700587,0.005132153
Film,0.000656389,0.00922300864777753,0.0159125666981715,0.004539265
Film,0.000641466,0.0112522013393101,0.0160957701295703,0.005502063
Film,0.000808196,0.00741861673206967,0.0166357410714556,0.006805036
Film,0.001112342,0.0106031251826439,0.0181138570084175,0.008503401
Film,0.001091642,0.0138611083160537,0.0185828071684708,0.00856898
Film,0.001096891,0.0611262058652282,0.0238991641051491,0.007538636
Film,0.001142018,0.00463712585471378,0.0166657099327737,0.006928904
Film,0.001132298,0.00564446175617915,0.0168661338644849,0.008421053
Film,0.000960498,0.0065147011520963,0.0169574448867359,0.007412898
Film,0.001453873,0.00769063045859797,0.0179589532247292,0.00911577
Film,0.001312777,0.038718372041844,0.0234432553927729,0.006785004
Film,0.001096891,0.00634608923266282,0.0171928590286321,0.006874283
Film,0.001080991,0.00492837454896964,0.0166029469623341,0.00669344
