Shape,ESD,CSF,Wt_Calc,Wt_Meas,Time,Distance,timestep,Re_Meas,Re_Calc,Cd_Meas,Cd_Calc
Fiber,0.00127934,0.0906309833697501,0.0147646494301395,0.024479804,0.0234,0.000290830244642699,0.0002,32.02248924,27.6575229590993,12.06317468,33.1511627274641
Fiber,0.001166456,0.0384028262485808,0.00993064393719738,0.015686275,0.0158,0.000131461540248239,0.0002,18.70894923,16.9609406755742,26.78676757,66.8174689025182
Fiber,0.001132822,0.101822681080993,0.0124469845092701,0.019029496,0.0198,0.000207156980421171,0.0002,22.04195158,20.6457178040991,17.67659252,41.304860792673
Fiber,0.00139375,0.0650769201262723,0.0126517320110627,0.021762786,0.02,0.000212574792240496,0.0002,31.01418897,25.8189768244167,16.62827972,49.1868741683198
Fiber,0.000849713,0.0530229679737175,0.00828846958137532,0.007996801,0.0132,9.12202152179841e-05,0.0002,6.94783527,10.3121868569198,75.08115532,69.8698568114889
Fiber,0.001122332,0.143028233943849,0.0153876802651214,0.015686275,0.0248,0.000321751689420069,0.0002,18.00123761,25.2870788396667,25.77349278,26.7751699470798
Fiber,0.001254411,0.0965182890396402,0.0148169323265252,0.024783147,0.0236,0.000294552396619351,0.0002,31.78759208,27.2146224826187,11.54033973,32.2764050326956
Fiber,0.000643719,0.0290840491762431,0.00632565313796248,0.010559662,0.0102,5.35286820214012e-05,0.0002,6.950359757,5.96219073296177,32.62027119,90.8795537189086
Fiber,0.000943625,0.0200220957343447,0.00734756563132204,0.013333333,0.0118,7.21999848041013e-05,0.0002,12.86469571,10.1518940267916,29.99256812,98.7394333381445
Fiber,0.00116318,0.119379934430812,0.0166246745458149,0.018796992,0.0266,0.000372947468852333,0.0002,22.3561133,28.3141964821103,18.60208157,23.7736519068906
Fiber,0.001431618,0.0439150290920783,0.0113169937349263,0.017761989,0.0178,0.000168820388588137,0.0002,26.00038411,23.7226056170846,25.6410198,63.1433516259148
Fiber,0.0014051,0.0436389604120962,0.0113374710807117,0.020639835,0.0178,0.000169076031323199,0.0002,29.65340679,23.3253188562448,18.63744115,61.74978485506
Fiber,0.001228451,0.0385709927742405,0.00985944654069002,0.018198362,0.0156,0.000128721888256182,0.0002,22.85868108,17.7343198876232,20.9596779,71.3877730616772
Fiber,0.001204416,0.0840716054670816,0.0133138327046867,0.020408163,0.0214,0.000239889698939358,0.0002,25.13284292,23.4792259339205,16.34030666,38.3827741359198
Fiber,0.001078273,0.045175818450955,0.0102388923560797,0.017777778,0.0164,0.000140766468770775,0.0002,19.6005093,16.1653782475797,19.27814676,58.1022440573734
Film,0.00130241,0.048169199186071,0.00761681514037352,0.01532567,0.0206,0.000130674811290799,0.0002,12.89341394,7.7058098091784,14.68958325,59.4382502353622
Film,0.000945978,0.0223643536534301,0.00524638275550648,0.008028904,0.0146,6.36335000625639e-05,0.0002,4.906118905,3.85512226735412,38.87489834,91.0020821510821
Film,0.001036934,0.0185341882204163,0.00501534925423762,0.009560229,0.0136,5.64337064996297e-05,0.0002,6.40353938,4.03970307065736,30.05488976,109.149732257739
Film,0.001172154,0.0275033743897306,0.00614223749569495,0.010012931,0.0168,8.57838380995416e-05,0.0002,7.581350708,5.5925313467313,30.9715526,82.2636884839936
Film,0.001073998,0.0251990279684804,0.00594441255967406,0.009225092,0.0164,8.10673441398276e-05,0.0002,6.399926463,4.95917648426131,33.43203644,80.4757663206528
Film,0.000938224,0.0213265269533733,0.00494863409635179,0.008853475,0.0136,5.58009918279779e-05,0.0002,5.365632754,3.60652568486899,31.70878865,101.444935509625
Film,0.001010671,0.0183347474356736,0.0050351721788601,0.009157509,0.0138,5.76236974909117e-05,0.0002,5.978440055,3.95294961252795,31.92682966,105.554510998999
Film,0.000897379,0.0343755488451446,0.0051856906031319,0.008949774,0.0144,6.19692610438589e-05,0.0002,5.187864059,3.61476153341006,29.67921557,88.357248097725
Film,0.000823015,0.0209671757639281,0.00431344657672652,0.007160412,0.012,4.27915224523575e-05,0.0002,3.806680427,2.75758763092997,42.52383995,117.122268916996
Film,0.000756879,0.0257800383351599,0.00458985659844122,0.00697107,0.0128,4.86352082196709e-05,0.0002,3.408210381,2.69850185507196,41.25988886,95.1270205902221
Film,0.001130627,0.0143233734957769,0.00485277624959675,0.008420738,0.0132,5.30113961405177e-05,0.0002,6.149927761,4.26193447270252,42.23957696,127.123030400762
Film,0.001356902,0.0116751017316804,0.0049837275495825,0.008932711,0.0134,5.52510278001285e-05,0.0002,7.829468183,5.25290955479101,45.0487134,144.653004970139
Film,0.001447857,0.0124159703336139,0.00519788914636234,0.009277492,0.014,6.02896155419268e-05,0.0002,8.676746242,5.84587913041334,44.56204274,141.894263770553
Film,0.001788325,0.0211708167511635,0.00710581042039999,0.015710919,0.019,0.000112313908738273,0.0002,18.14883272,9.8709104652974,19.19304682,93.7772826619378
Film,0.001224851,0.0125814610362707,0.00494930273239727,0.009066183,0.0134,5.49305734457229e-05,0.0002,7.173124009,4.70895378661124,39.4761579,132.401642051972
Film,0.001874491,0.0434160081290088,0.0093688295115991,0.019880716,0.0252,0.000197116522497868,0.0002,24.07221712,13.6416167375516,12.56377205,56.5434646330246
Film,0.001748718,0.0298420743446279,0.00721872229159619,0.013218771,0.0194,0.000116576986385332,0.0002,14.93177733,9.80566976933748,26.51174434,88.8541657356788
Film,0.001980079,0.0134642315771924,0.00674735524940151,0.014164306,0.018,0.00010095164868941,0.0002,18.11667235,10.3779898717381,26.14523406,115.158685057456
Film,0.001965935,0.0256010102927596,0.00793986349804826,0.015452251,0.0212,0.000140171502784961,0.0002,19.62282512,12.1249327626604,21.81153854,82.5683353462794
Film,0.001470483,0.0155493260357608,0.00600318911921106,0.012091898,0.016,7.96005376329852e-05,0.0002,11.48564124,6.85707945078135,26.64230381,108.034389522326
Film,0.000967263,0.00567731939183674,0.00399697139465086,0.00664697,0.0084,2.7511119430786e-05,0.0002,4.153065273,3.20227484476822,80.83183539,223.465854109235
Film,0.000625814,0.00928665958310461,0.0035942196180644,0.005163956,0.0078,2.29696897204368e-05,0.0002,2.087508381,1.86308587447925,86.64941067,178.801494765268
Film,0.000697517,0.00794968205678084,0.00371897049166615,0.005817336,0.008,2.4402707278545e-05,0.0002,2.621075736,2.1486244703689,76.10130104,186.145878299299
Film,0.00074577,0.00999245482903146,0.00408942856082879,0.006118079,0.0088,2.96030983159323e-05,0.0002,2.947274458,2.52609990891317,73.56313628,164.594858883868
Film,0.000722449,0.010860256667736,0.00430762439854175,0.005899705,0.0094,3.34204423613694e-05,0.0002,2.753203044,2.57767411717941,76.63589437,143.704569437804
Film,0.000788476,0.00695688471649791,0.00408402462320026,0.006830836,0.0086,2.88054060865993e-05,0.0002,3.479068185,2.66722601716016,62.39160874,174.477390593541
Film,0.000836086,0.00633914708132321,0.0036903140516149,0.005132153,0.0078,2.35454440940253e-05,0.0002,2.771733257,2.55562581606096,117.2026806,226.601207033716
Film,0.000656389,0.00922300864777753,0.00373854979993918,0.004539265,0.0082,2.52003319112678e-05,0.0002,1.924629778,2.03257908681317,117.618483,173.33983403285
Film,0.000641466,0.0112522013393101,0.00389733600161639,0.005502063,0.0086,2.76391039980145e-05,0.0002,2.279814636,2.07073478869651,78.23618725,155.881110102764
Film,0.000808196,0.00741861673206967,0.00390599000647955,0.006805036,0.0084,2.69797263389836e-05,0.0002,3.552611345,2.61475385998965,64.43789593,195.527235164526
